
uid,i__start_size,i__cons_marry_allow_thr,i__cons_marry_chance,d__incident_rate,c__gen_count,c__min_offspring,c__max_offspring,c__min_gen_grow,c__max_gen_grow,c__death_age,c__min_marry_age,c__max_marry_age,c__gene_healthy_weight,c__gene_trait_weight,c__gene_affect_weight,s__stop_marry_prop,s__cons_marry_prop,s__die_dis_count,s__die_age_count,s__stop_marry_count,s__offspring_count,s__cons_marry_count,s__marry_count,s__end_size,s__end_kid_count,s__end_senior_count,s__end_male_unmarry_count,s__end_female_unmarry_count,s__end_male_marry_count,s__end_female_marry_count
b000_r002_p132,1000,3,0.4,0.013826694948542698,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4113387495584599,0.0,704,12230,6987,50916,0,16986,38982,17182,0,56,0,10896,10848
b000_r002_p133,1000,3,0.6,0.014157863849765258,11,0,6,16,19,80,18,60,0.8,0.2,0,0.624070021881838,0.0,579,10166,8556,40896,0,13710,31151,13650,6,231,0,8607,8657
b000_r002_p134,1000,3,0.8,0.011725973946796187,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8234687689508793,0.0,577,11887,13579,49207,0,16490,37743,16519,2,126,0,10528,10568
b000_r002_p135,1000,4,0,0.012926377527396202,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0023285597857724996,0.0,670,12339,40,51832,0,17178,39823,17455,0,0,351,11031,10986
b000_r002_p136,1000,4,0.2,0.015208399618199173,11,0,6,16,19,80,18,60,0.8,0.2,0,0.23406040268456377,0.0,717,11225,3627,47145,0,15496,36203,16021,7,373,0,9833,9969
b000_r002_p137,1000,4,0.4,0.012805712331109971,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4239415871389227,0.0,599,11579,6619,46776,0,15613,35598,15653,4,265,0,9772,9904
b000_r002_p138,1000,4,0.6,0.016616595326084067,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6383379067032536,0.0,625,10044,8142,37613,0,12755,27944,12129,6,303,0,7695,7811
b000_r002_p139,1000,4,0.8,0.016335163351633517,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8583023334460602,0.0,726,11073,12690,44444,0,14785,33645,14912,0,0,235,9356,9142
b000_r002_p140,4000,0,0,0.013420741802877053,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2602,46614,0,193879,0,64677,148663,65773,0,0,146,41300,41444
b000_r002_p141,4000,0,0.2,0.013930558033180352,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09851514808037955,2577,45137,0,184989,6084,61757,141275,62396,0,0,502,39256,39121
b000_r002_p142,4000,0,0.4,0.014611022459704037,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18775663143432578,2811,46092,0,192389,12026,64051,147486,65200,3,264,0,40916,41103
b000_r002_p143,4000,0,0.6,0.01483749165554072,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.26503368608631767,2845,46335,0,191744,16955,63973,146564,64932,2,0,10,40740,40880
b000_r002_p144,4000,0,0.8,0.014435019459222345,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.32607996569835995,2830,47036,0,196051,21294,65303,150185,66599,1,0,15,41787,41783
b000_r002_p145,4000,2,0,0.012503266528634892,11,0,6,16,19,80,18,60,0.8,0.2,0,4.5129069137733917e-05,0.0,2488,47634,3,198988,0,66476,152866,67465,0,83,0,42679,42639
b000_r002_p146,4000,2,0.2,0.013514938118029054,11,0,6,16,19,80,18,60,0.8,0.2,0,9.482717746906263e-05,0.09948951369462487,2564,45922,6,189716,6295,63273,145230,64456,0,0,148,40389,40237
b000_r002_p147,4000,2,0.4,0.014459732292537096,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00010884776862074327,0.18779350023324523,2786,46685,7,192673,12077,64310,147202,65080,0,0,183,40934,41005
b000_r002_p148,4000,2,0.6,0.015797455556491702,11,0,6,16,19,80,18,60,0.8,0.2,0,1.5827292583330694e-05,0.2675603811212054,3000,46322,1,189904,16905,63182,144582,63935,7,579,0,39883,40178
b000_r002_p149,4000,2,0.8,0.014615175528467184,11,0,6,16,19,80,18,60,0.8,0.2,0,9.424626549172988e-05,0.3346999041829634,2796,46396,6,191308,21308,63663,146116,64843,0,0,343,40566,40364
b000_r002_p150,4000,3,0,0.01469188824497893,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00012088244182532487,0.0,2918,47488,8,198613,0,66180,152207,67166,0,168,0,42514,42359
b000_r002_p151,4000,3,0.2,0.01363150758104943,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20423156038789303,0.0,2654,46504,13205,194696,0,64657,149538,66429,0,298,0,41357,41454
b000_r002_p152,4000,3,0.4,0.013721889554224884,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4226500421981242,0.0,2578,46432,26542,187875,0,62799,142865,63047,7,628,0,39484,39699
b000_r002_p153,4000,3,0.6,0.013739179596038252,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6262524730359308,0.0,2576,45319,39251,187493,0,62676,143598,63196,0,0,365,40113,39924
b000_r002_p154,4000,3,0.8,0.012327955286255837,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8294892789911079,0.0,2413,47325,54198,195734,0,65339,149996,66247,0,0,393,41898,41458
b000_r002_p155,4000,4,0,0.013822675991733195,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0006834632949144117,0.0,2682,45832,44,194029,0,64378,149515,66503,0,88,0,41505,41419
b000_r002_p156,4000,4,0.2,0.014565598099541287,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20597454407294832,0.0,2753,46170,13011,189007,0,63168,144084,63376,0,541,0,40041,40126
b000_r002_p157,4000,4,0.4,0.013391940620640645,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4101718451657698,0.0,2544,45727,25993,189965,0,63371,145694,64408,6,256,0,40444,40580
b000_r002_p158,4000,4,0.6,0.012969155286102691,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6118752829864635,0.0,2490,46000,39190,191994,0,64049,147504,65287,0,103,0,40963,41151
b000_r002_p159,4000,4,0.8,0.013557950378004056,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8244074153779937,0.0,2647,46128,53631,195236,0,65054,150461,66395,1,79,0,42046,41940
b000_r002_p160,16000,0,0,0.012999866815346007,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,9956,183481,0,765854,0,255372,588417,260950,0,0,181,163278,164008
b000_r002_p161,16000,0,0.2,0.014088145977200338,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09985929152887306,10633,180704,0,754748,25123,251584,579411,255723,1,1163,0,161103,161421
b000_r002_p162,16000,0,0.4,0.01391557421382028,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18600403172862295,10806,186020,0,776540,48165,258946,595714,263582,0,224,0,165728,166180
b000_r002_p163,16000,0,0.6,0.014483890653726138,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2615890095110001,11321,187842,0,781627,68072,260225,598464,265696,0,0,159,166553,166056
b000_r002_p164,16000,0,0.8,0.014668255289459812,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3252422135331394,11437,185790,0,779711,84428,259585,598484,264997,0,106,0,166695,166686
b000_r002_p165,16000,2,0,0.013454434982834806,11,0,6,16,19,80,18,60,0.8,0.2,0,3.1315444385727985e-05,0.0,10319,183302,8,766959,0,255465,589338,260576,0,0,1133,164027,163602
b000_r002_p166,16000,2,0.2,0.01453962752443643,11,0,6,16,19,80,18,60,0.8,0.2,0,2.308793424556327e-05,0.1003170742969724,11360,187122,6,781313,26070,259876,598831,265669,0,0,532,166613,166017
b000_r002_p167,16000,2,0.4,0.014249383329827715,11,0,6,16,19,80,18,60,0.8,0.2,0,7.644324853228962e-06,0.18548572040117417,11178,188231,2,784455,48529,261632,601046,265247,0,765,0,167519,167515
b000_r002_p168,16000,2,0.6,0.014366418929869649,11,0,6,16,19,80,18,60,0.8,0.2,0,3.858486161539382e-06,0.2607950796584468,11169,187265,1,777438,67590,259169,595004,263459,0,0,468,165567,165510
b000_r002_p169,16000,2,0.8,0.014958012596221133,11,0,6,16,19,80,18,60,0.8,0.2,0,3.5709326085662703e-05,0.32347888190132323,11286,182885,9,754512,81528,252035,576341,254861,1,292,0,160699,160488
b000_r002_p170,16000,3,0,0.013733005707967589,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00011069843075431438,0.0,10781,188248,29,785043,0,261973,602014,265828,0,488,0,167960,167738
b000_r002_p171,16000,3,0.2,0.013832712007365772,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20366688585463968,0.0,10742,185337,52654,776565,0,258530,596486,264135,5,623,0,165802,165921
b000_r002_p172,16000,3,0.4,0.014091333004998376,11,0,6,16,19,80,18,60,0.8,0.2,0,0.41026396417629035,0.0,10758,182923,104445,763448,0,254580,585767,259041,1,467,0,162986,163272
b000_r002_p173,16000,3,0.6,0.013474167647066396,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6130610352222887,0.0,10468,187155,158651,776894,0,258785,595271,263423,0,0,1431,165664,164753
b000_r002_p174,16000,3,0.8,0.013958585238152264,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8095488115138576,0.0,10840,185878,209695,776583,0,259027,595865,263408,0,275,0,165986,166196
b000_r002_p175,16000,4,0,0.0139024862770423,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001746304625378851,0.0,10764,185670,45,774250,0,257687,593816,263536,2,568,0,164707,165003
b000_r002_p176,16000,4,0.2,0.013811567719178956,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20283781094527364,0.0,10400,182041,50963,752992,0,251250,576551,255525,0,0,567,160602,159857
b000_r002_p177,16000,4,0.4,0.013967582602897955,11,0,6,16,19,80,18,60,0.8,0.2,0,0.39886152153472204,0.0,10726,185125,102231,767921,0,256307,588070,259988,0,0,592,163667,163823
b000_r002_p178,16000,4,0.6,0.01279020032586977,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6075485883989323,0.0,10197,190143,161614,797251,0,266010,612911,270918,2,114,0,171026,170851
b000_r002_p179,16000,4,0.8,0.013848985057474174,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8115889060209773,0.0,10942,187965,213176,790094,0,262665,607187,269029,3,790,0,168730,168635
b000_r003_p180,1000,0,0,0.016137093895037487,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,678,10284,0,42015,0,14021,32053,14087,0,0,204,8947,8815
b000_r003_p181,1000,0,0.2,0.014792398014768188,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10169857492442781,611,10452,0,41305,1413,13894,31242,13679,0,0,227,8756,8580
b000_r003_p182,1000,0,0.4,0.014684842222398855,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1859062406688564,739,11995,0,50324,3113,16745,38590,17072,0,0,21,10724,10773
b000_r003_p183,1000,0,0.6,0.014728389858705055,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2735653684280847,664,10556,0,45083,4095,14969,34863,15458,0,2,0,9647,9756
b000_r003_p184,1000,0,0.8,0.01652855543113102,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3368041649979976,738,11298,0,44650,5046,14982,33614,14792,0,138,0,9286,9398
b000_r003_p185,1000,2,0,0.013454899530848897,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0006011220945765428,0.0,608,10778,9,45188,0,14972,34802,15520,0,116,0,9611,9555
b000_r003_p186,1000,2,0.2,0.013488802357851257,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00026033192320208264,0.10569476082004556,627,11298,4,46483,1624,15365,35558,15767,0,0,352,9824,9615
b000_r003_p187,1000,2,0.4,0.014199336844158377,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0005288828818240583,0.19227830992536876,728,12001,9,51270,3272,17017,39541,17442,1,64,0,11036,10998
b000_r003_p188,1000,2,0.6,0.014815837301861182,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0005465974309920743,0.2663295982508882,644,11006,8,43467,3898,14636,32817,14266,0,0,285,9208,9058
b000_r003_p189,1000,2,0.8,0.013476656505695492,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00034115720524017465,0.3265556768558952,588,10803,5,43631,4786,14656,33240,14712,0,0,16,9256,9256
b000_r003_p190,1000,3,0,0.01569090233615245,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0009260484191030559,0.0,718,11302,14,45759,0,15118,34739,15435,0,0,367,9598,9339
b000_r003_p191,1000,3,0.2,0.01365158409890959,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20359860699084226,0.0,636,11523,3157,46588,0,15506,35429,15729,0,0,206,9719,9775
b000_r003_p192,1000,3,0.4,0.013452356238322607,11,0,6,16,19,80,18,60,0.8,0.2,0,0.39040839265642563,0.0,648,11532,6252,48170,0,16014,36990,16410,0,82,0,10283,10215
b000_r003_p193,1000,3,0.6,0.013865396599305618,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6199906335719543,0.0,623,11046,9267,44932,0,14947,34263,15328,0,85,0,9372,9478
b000_r003_p194,1000,3,0.8,0.014035585170482739,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8271850170261067,0.0,594,10359,11660,42321,0,14096,32368,14465,1,69,0,8911,8922
b000_r003_p195,1000,4,0,0.01394834967545919,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0021575723830734965,0.0,606,10292,31,43446,0,14368,33548,15052,0,0,50,9286,9160
b000_r003_p196,1000,4,0.2,0.01344864864864865,11,0,6,16,19,80,18,60,0.8,0.2,0,0.22022340563709572,0.0,622,11661,3391,46250,0,15398,34967,15417,10,386,0,9507,9647
b000_r003_p197,1000,4,0.4,0.016126123805353047,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4218279984573853,0.0,626,9845,5469,38819,0,12965,29348,13139,2,70,0,7981,8156
b000_r003_p198,1000,4,0.6,0.015991202547595593,11,0,6,16,19,80,18,60,0.8,0.2,0,0.659690876761045,0.0,698,11206,9646,43649,0,14622,32745,14164,0,0,539,9123,8919
b000_r003_p199,1000,4,0.8,0.01408540336437496,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8340661441406997,0.0,664,11215,13089,47141,0,15693,36262,16035,0,47,0,10119,10061
b000_r003_p200,4000,0,0,0.013168964770248417,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2614,47340,0,198497,0,66288,152543,67185,0,0,122,42648,42588
b000_r003_p201,4000,0,0.2,0.013777900248002205,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10030257657994884,2650,46348,0,192337,6431,64116,147339,65082,0,0,372,40967,40918
b000_r003_p202,4000,0,0.4,0.013656200819260434,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1923519120219945,2447,44648,0,179186,11544,60015,136091,60443,7,205,0,37486,37950
b000_r003_p203,4000,0,0.6,0.014319758060207102,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2665788882109252,2680,45445,0,187154,16602,62278,143029,63528,1,361,0,39421,39718
b000_r003_p204,4000,0,0.8,0.01490176801543073,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.33086879119821655,2789,45127,0,187159,20630,62351,143243,63318,0,0,346,39948,39631
b000_r003_p205,4000,2,0,0.015176246891911657,11,0,6,16,19,80,18,60,0.8,0.2,0,0.000157516145404904,0.0,2594,42132,9,170925,0,57137,130199,57552,7,404,0,35906,36330
b000_r003_p206,4000,2,0.2,0.015246598320462596,11,0,6,16,19,80,18,60,0.8,0.2,0,4.8213683043247675e-05,0.10009160599778218,2845,45392,3,186599,6228,62223,142362,62804,0,0,504,39635,39419
b000_r003_p207,4000,2,0.4,0.014168623730500646,11,0,6,16,19,80,18,60,0.8,0.2,0,9.317348903658613e-05,0.18586558171314987,2733,46649,6,192891,11969,64396,147509,65344,0,22,0,41102,41041
b000_r003_p208,4000,2,0.6,0.013807711714742241,11,0,6,16,19,80,18,60,0.8,0.2,0,4.732906320007573e-05,0.263133815038021,2627,45245,3,190256,16679,63386,146384,64789,0,0,68,40825,40702
b000_r003_p209,4000,2,0.8,0.016933583190295472,11,0,6,16,19,80,18,60,0.8,0.2,0,6.294454585510165e-05,0.33003399005476175,3226,46003,4,190509,20973,63548,145280,63720,1,466,0,40580,40513
b000_r003_p210,4000,3,0,0.013547259662849571,11,0,6,16,19,80,18,60,0.8,0.2,0,0.000205368003665029,0.0,2566,46127,13,189411,0,63301,144718,64212,1,0,16,40124,40365
b000_r003_p211,4000,3,0.2,0.014036657631457096,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2039855469177707,0.0,2698,45830,13041,192211,0,63931,147683,65517,0,0,134,41166,40866
b000_r003_p212,4000,3,0.4,0.012762766491033785,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40743167771241345,0.0,2570,48052,27357,201367,0,67145,154745,68466,0,0,41,43160,43078
b000_r003_p213,4000,3,0.6,0.0137795886288663,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6245175690128183,0.0,2665,47091,40292,193402,0,64517,147646,65369,8,299,0,40789,41181
b000_r003_p214,4000,3,0.8,0.013556088520658455,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8095634163445701,0.0,2487,44515,49640,183460,0,61317,140458,62132,3,203,0,39063,39057
b000_r003_p215,4000,4,0,0.01440150528296425,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0009147913444106249,0.0,2587,44190,55,179634,0,60123,136857,60485,0,0,307,38032,38033
b000_r003_p216,4000,4,0.2,0.014161455342419565,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20002842883315433,0.0,2688,46042,12665,189811,0,63316,145081,64434,2,0,47,40218,40380
b000_r003_p217,4000,4,0.4,0.013994715497111957,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4065438539791003,0.0,2733,46664,26416,195288,0,64977,149891,66393,0,0,207,41702,41589
b000_r003_p218,4000,4,0.6,0.01427602812494995,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6216185807281203,0.0,2674,44885,38674,187307,0,62215,143748,63923,0,0,280,39918,39627
b000_r003_p219,4000,4,0.8,0.013682868426781106,11,0,6,16,19,80,18,60,0.8,0.2,0,0.834182997365262,0.0,2640,46027,53507,192942,0,64143,148275,65471,2,530,0,41051,41221
b000_r003_p220,16000,0,0,0.013487259048742149,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10545,186407,0,781849,0,260642,600897,265717,0,302,0,167799,167079
b000_r003_p221,16000,0,0.2,0.01310669120308146,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1007216589720386,10249,186911,0,781967,26267,260788,600807,265709,0,0,432,167371,167295
b000_r003_p222,16000,0,0.4,0.014685586350020957,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18475113798908605,11492,186844,0,782536,48177,260767,600200,265488,0,22,0,167285,167405
b000_r003_p223,16000,0,0.6,0.014048027264934032,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2618141018624216,10750,184990,0,765232,66971,255796,585492,258140,2,743,0,163301,163306
b000_r003_p224,16000,0,0.8,0.015215987657473947,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.32709814631696255,11618,185098,0,763539,83359,254844,582823,256928,1,1283,0,161939,162672
b000_r003_p225,16000,2,0,0.013671719027008034,11,0,6,16,19,80,18,60,0.8,0.2,0,1.5945021565641668e-05,0.0,10272,180854,4,751332,0,250862,576206,255099,2,0,220,160235,160650
b000_r003_p226,16000,2,0.2,0.01376249579045358,11,0,6,16,19,80,18,60,0.8,0.2,0,2.306042600293636e-05,0.1006049518421437,10748,187025,6,780963,26176,260186,599190,265139,0,0,704,166966,166381
b000_r003_p227,16000,2,0.4,0.014032331681013895,11,0,6,16,19,80,18,60,0.8,0.2,0,3.183243406707094e-05,0.1892279043117032,10576,181546,8,753688,47556,251316,577566,255934,0,0,542,161030,160060
b000_r003_p228,16000,2,0.6,0.0142916259659528,11,0,6,16,19,80,18,60,0.8,0.2,0,2.3330870630322355e-05,0.26401990900960454,11017,185946,6,770871,67898,257170,589908,260376,0,0,1134,164588,163810
b000_r003_p229,16000,2,0.8,0.01437392292177031,11,0,6,16,19,80,18,60,0.8,0.2,0,1.935396465966053e-05,0.3258433490100447,11160,185306,5,776406,84180,258345,595940,264484,0,0,72,165493,165891
b000_r003_p230,16000,3,0,0.01356027426995416,11,0,6,16,19,80,18,60,0.8,0.2,0,6.514707911154713e-05,0.0,10620,186174,17,783170,0,260948,602376,266617,0,0,28,167896,167835
b000_r003_p231,16000,3,0.2,0.013407773862484568,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2078053823040458,0.0,10437,186691,53875,778429,0,259257,597301,264637,0,0,841,166292,165531
b000_r003_p232,16000,3,0.4,0.012882592177840902,11,0,6,16,19,80,18,60,0.8,0.2,0,0.41179345616065566,0.0,9905,183640,105317,768867,0,255752,591322,262102,6,1300,0,163465,164449
b000_r003_p233,16000,3,0.6,0.013532962808927873,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6071803540903078,0.0,10738,187970,160193,793470,0,263831,610762,271038,1,0,31,169798,169894
b000_r003_p234,16000,3,0.8,0.013035215603001402,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8114287898478709,0.0,10227,187071,212286,784567,0,261620,603269,266902,0,176,0,167978,168213
b000_r003_p235,16000,4,0,0.013008393004471515,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00019449762407804311,0.0,10217,188026,51,785416,0,262214,603173,266503,0,0,260,168185,168225
b000_r003_p236,16000,4,0.2,0.013021147460844502,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20567916382467144,0.0,10255,187838,53977,787565,0,262433,605472,267849,0,0,594,168515,168514
b000_r003_p237,16000,4,0.4,0.01375911417908412,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4011531579296176,0.0,10592,182740,102901,769817,0,256513,592485,261787,0,0,410,165165,165123
b000_r003_p238,16000,4,0.6,0.013085096702837582,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6090716568480228,0.0,10210,185276,158182,780277,0,259710,600791,266578,0,68,0,166800,167345
b000_r003_p239,16000,4,0.8,0.013609836956107863,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8171758461327273,0.0,10723,187130,214306,787886,0,262252,606033,268312,4,318,0,168564,168835
b000_r004_p240,1000,0,0,0.013945799962749115,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,599,10998,0,42952,0,14573,32355,14095,2,108,0,9110,9040
b000_r004_p241,1000,0,0.2,0.015084628328219342,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10256410256410256,762,12289,0,50515,1732,16887,38464,16869,0,109,0,10733,10753
b000_r004_p242,1000,0,0.4,0.013536842105263158,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.19530307838781338,643,11251,0,47500,3077,15755,36606,16161,0,0,184,10171,10090
b000_r004_p243,1000,0,0.6,0.014049235993208828,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.26940726577437857,662,11316,0,47120,4227,15690,36142,15835,0,0,243,10061,10003
b000_r004_p244,1000,0,0.8,0.014391197941724016,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.33982177842381345,688,11479,0,47807,5377,15823,36640,16383,3,84,0,10064,10106
b000_r004_p245,1000,2,0,0.013242462148988483,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003895850918771508,0.0,614,11380,6,46366,0,15401,35372,15783,6,146,0,9684,9753
b000_r004_p246,1000,2,0.2,0.012025508654722138,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00030184123151222455,0.10473890733474192,594,11935,5,49395,1735,16565,37866,16531,0,0,140,10638,10557
b000_r004_p247,1000,2,0.4,0.015442057711809717,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00034397358282883876,0.18760319207484866,670,10670,5,43388,2727,14536,33048,14636,0,6,0,9148,9258
b000_r004_p248,1000,2,0.6,0.015130771409687471,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00049680624556423,0.2601135557132718,641,10351,7,42364,3665,14090,32372,14487,0,54,0,8903,8928
b000_r004_p249,1000,2,0.8,0.013927875034819688,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001289573795860468,0.3379972918950287,650,11152,2,46669,5242,15509,35867,15985,0,16,0,10009,9857
b000_r004_p250,1000,3,0,0.013461211296359306,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0008297166198621394,0.0,633,11438,13,47024,0,15668,35953,15882,0,0,172,9960,9939
b000_r004_p251,1000,3,0.2,0.014088409565625133,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20941266991536292,0.0,661,11579,3266,46918,0,15596,35678,15954,0,0,111,9845,9768
b000_r004_p252,1000,3,0.4,0.014805871512994853,11,0,6,16,19,80,18,60,0.8,0.2,0,0.39429046918005506,0.0,699,11305,6160,47211,0,15623,36207,16210,0,0,55,10013,9929
b000_r004_p253,1000,3,0.6,0.01409929838673638,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6442740905117342,0.0,631,10810,9581,44754,0,14871,34313,15229,5,128,0,9429,9522
b000_r004_p254,1000,3,0.8,0.015175573904364395,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8322698886777083,0.0,669,10635,12261,44084,0,14732,33780,14895,0,0,40,9389,9456
b000_r004_p255,1000,4,0,0.014885299424349172,11,0,6,16,19,80,18,60,0.8,0.2,0,0.002917720287881735,0.0,693,11412,45,46556,0,15423,35451,15851,3,160,0,9694,9743
b000_r004_p256,1000,4,0.2,0.01191415648157059,11,0,6,16,19,80,18,60,0.8,0.2,0,0.22172808132147395,0.0,619,12278,3839,51955,0,17314,40058,17680,0,28,0,11223,11127
b000_r004_p257,1000,4,0.4,0.01257820646506778,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40419181104405943,0.0,579,11400,6229,46032,0,15411,35053,15561,0,0,70,9721,9701
b000_r004_p258,1000,4,0.6,0.013293771319097238,11,0,6,16,19,80,18,60,0.8,0.2,0,0.65128853310863,0.0,569,10727,9275,42802,0,14241,32506,14420,1,291,0,8821,8973
b000_r004_p259,1000,4,0.8,0.015332903582281978,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8549955181686547,0.0,666,10766,12400,43436,0,14503,33004,14714,3,15,0,9068,9204
b000_r004_p260,4000,0,0,0.013829148998911972,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2720,47228,0,196686,0,65687,150738,66565,0,0,26,42064,42083
b000_r004_p261,4000,0,0.2,0.013405107608844218,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0990771072193524,2550,45752,0,190226,6291,63496,145924,64639,0,44,0,40791,40450
b000_r004_p262,4000,0,0.4,0.015743325096994894,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18868891308524946,2950,45125,0,187381,11784,62452,143306,62975,0,0,551,39932,39848
